"","id","average_depth","anomaly_score","status"
"1912",1912,7.7,0.59,"Normal"
"1913",1913,7.05,0.62,"Normal"
"1914",1914,7.89,0.59,"Normal"
"1915",1915,7.81,0.59,"Normal"
"1916",1916,7.99,0.58,"Normal"
"1917",1917,7.33,0.61,"Normal"
"1918",1918,7.59,0.6,"Normal"
"1919",1919,7.98,0.58,"Normal"
"1920",1920,7.93,0.58,"Normal"
"1921",1921,7.93,0.58,"Normal"
"1922",1922,7.9,0.59,"Normal"
"1923",1923,7.87,0.59,"Normal"
"1924",1924,7.96,0.58,"Normal"
"1925",1925,6.79,0.63,"Anomalia"
"1926",1926,7.68,0.59,"Normal"
"1927",1927,7.96,0.58,"Normal"
"1928",1928,7.96,0.58,"Normal"
"1929",1929,7.83,0.59,"Normal"
"1930",1930,7.88,0.59,"Normal"
"1931",1931,7.5,0.6,"Normal"
"1932",1932,7.93,0.58,"Normal"
"1933",1933,7.98,0.58,"Normal"
"1934",1934,7.82,0.59,"Normal"
"1935",1935,7.95,0.58,"Normal"
"1936",1936,7.35,0.61,"Normal"
"1937",1937,7.94,0.58,"Normal"
"1938",1938,7.74,0.59,"Normal"
"1939",1939,7.86,0.59,"Normal"
"1940",1940,7.9,0.59,"Normal"
"1941",1941,7.74,0.59,"Normal"
"1942",1942,7.46,0.6,"Normal"
"1943",1943,7.96,0.58,"Normal"
"1944",1944,6.97,0.62,"Normal"
"1945",1945,7.99,0.58,"Normal"
"1946",1946,7.9,0.59,"Normal"
"1947",1947,7.83,0.59,"Normal"
"1948",1948,7.2,0.61,"Normal"
"1949",1949,7.93,0.58,"Normal"
"1950",1950,7.8,0.59,"Normal"
"1951",1951,7.99,0.58,"Normal"
"1952",1952,7.75,0.59,"Normal"
"1953",1953,8,0.58,"Normal"
"1954",1954,6.85,0.63,"Anomalia"
"1955",1955,7.65,0.6,"Normal"
"1956",1956,7.91,0.59,"Normal"
"1957",1957,7.89,0.59,"Normal"
"1958",1958,7.8,0.59,"Normal"
"1959",1959,7.72,0.59,"Normal"
"1960",1960,8,0.58,"Normal"
"1961",1961,7.77,0.59,"Normal"
"1962",1962,8,0.58,"Normal"
"1963",1963,7.7,0.59,"Normal"
"1964",1964,7.79,0.59,"Normal"
"1965",1965,7.9,0.59,"Normal"
"1966",1966,7.97,0.58,"Normal"
"1967",1967,7.93,0.58,"Normal"
"1968",1968,7.61,0.6,"Normal"
"1969",1969,7.74,0.59,"Normal"
"1970",1970,7.75,0.59,"Normal"
"1971",1971,7.97,0.58,"Normal"
"1972",1972,7.79,0.59,"Normal"
"1973",1973,7.9,0.59,"Normal"
"1974",1974,7.74,0.59,"Normal"
"1975",1975,7.98,0.58,"Normal"
"1976",1976,7.96,0.58,"Normal"
"1977",1977,7.87,0.59,"Normal"
"1978",1978,7.72,0.59,"Normal"
"1979",1979,7.94,0.58,"Normal"
"1980",1980,7.98,0.58,"Normal"
"1981",1981,7.71,0.59,"Normal"
"1982",1982,7.97,0.58,"Normal"
"1983",1983,7.92,0.59,"Normal"
"1984",1984,7.74,0.59,"Normal"
"1985",1985,7.94,0.58,"Normal"
"1986",1986,7.84,0.59,"Normal"
"1987",1987,7.98,0.58,"Normal"
"1988",1988,7.68,0.59,"Normal"
"1989",1989,7.07,0.62,"Normal"
"1990",1990,7.84,0.59,"Normal"
"1991",1991,7.94,0.58,"Normal"
"1992",1992,7.63,0.6,"Normal"
"1993",1993,7.52,0.6,"Normal"
"1994",1994,8,0.58,"Normal"
"1995",1995,7.98,0.58,"Normal"
"1996",1996,7.95,0.58,"Normal"
"1997",1997,7.65,0.6,"Normal"
"1998",1998,7.94,0.58,"Normal"
"1999",1999,7.79,0.59,"Normal"
"2000",2000,7.75,0.59,"Normal"
"2001",2001,7.77,0.59,"Normal"
"2002",2002,7.81,0.59,"Normal"
"2003",2003,7.15,0.62,"Normal"
"2004",2004,7.33,0.61,"Normal"
"2005",2005,7.76,0.59,"Normal"
"2006",2006,7.94,0.58,"Normal"
"2007",2007,7.89,0.59,"Normal"
"2008",2008,7.37,0.61,"Normal"
"2009",2009,8,0.58,"Normal"
"2010",2010,7.92,0.59,"Normal"
"2011",2011,7.91,0.59,"Normal"
"2012",2012,7.9,0.59,"Normal"
"2013",2013,7.84,0.59,"Normal"
"2014",2014,7.73,0.59,"Normal"
"2015",2015,7.98,0.58,"Normal"
"2016",2016,7.93,0.58,"Normal"
"2017",2017,7.96,0.58,"Normal"
"2018",2018,7.93,0.58,"Normal"
"2019",2019,7.99,0.58,"Normal"
"2020",2020,7.99,0.58,"Normal"
"2021",2021,7.98,0.58,"Normal"
"2022",2022,7.94,0.58,"Normal"
"2023",2023,7.97,0.58,"Normal"
"2024",2024,7.33,0.61,"Normal"
"2025",2025,7.76,0.59,"Normal"
"2026",2026,7.78,0.59,"Normal"
"2027",2027,7.88,0.59,"Normal"
"2028",2028,7.9,0.59,"Normal"
"2029",2029,7.97,0.58,"Normal"
"2030",2030,7.84,0.59,"Normal"
"2031",2031,7.92,0.59,"Normal"
"2032",2032,7.44,0.6,"Normal"
"2033",2033,7.94,0.58,"Normal"
"2034",2034,8,0.58,"Normal"
"2035",2035,7.92,0.59,"Normal"
"2036",2036,7.5,0.6,"Normal"
"2037",2037,7.73,0.59,"Normal"
"2038",2038,6.8,0.63,"Anomalia"
"2039",2039,7.82,0.59,"Normal"
"2040",2040,7.29,0.61,"Normal"
"2041",2041,8,0.58,"Normal"
"2042",2042,7.99,0.58,"Normal"
"2043",2043,7.76,0.59,"Normal"
"2044",2044,7.99,0.58,"Normal"
"2045",2045,7.99,0.58,"Normal"
"2046",2046,7.88,0.59,"Normal"
"2047",2047,7.59,0.6,"Normal"
"2048",2048,7.96,0.58,"Normal"
"2049",2049,7.89,0.59,"Normal"
"2050",2050,7.95,0.58,"Normal"
"2051",2051,7.93,0.58,"Normal"
"2052",2052,7.72,0.59,"Normal"
"2053",2053,7.94,0.58,"Normal"
"2054",2054,7.8,0.59,"Normal"
"2055",2055,7.99,0.58,"Normal"
"2056",2056,7.65,0.6,"Normal"
"2057",2057,7.84,0.59,"Normal"
"2058",2058,7.82,0.59,"Normal"
"2059",2059,7.75,0.59,"Normal"
"2060",2060,7.58,0.6,"Normal"
"2061",2061,7.19,0.61,"Normal"
"2062",2062,7.97,0.58,"Normal"
"2063",2063,7.88,0.59,"Normal"
"2064",2064,7.89,0.59,"Normal"
"2065",2065,7.91,0.59,"Normal"
"2066",2066,7.86,0.59,"Normal"
"2067",2067,7.98,0.58,"Normal"
"2068",2068,7.95,0.58,"Normal"
"2069",2069,7.99,0.58,"Normal"
"2070",2070,7.91,0.59,"Normal"
"2071",2071,7.9,0.59,"Normal"
"2072",2072,7.92,0.59,"Normal"
"2073",2073,7.9,0.59,"Normal"
"2074",2074,7.85,0.59,"Normal"
"2075",2075,8,0.58,"Normal"
"2076",2076,7.93,0.58,"Normal"
"2077",2077,7.79,0.59,"Normal"
"2078",2078,7.91,0.59,"Normal"
"2079",2079,7.95,0.58,"Normal"
"2080",2080,7.97,0.58,"Normal"
"2081",2081,7.87,0.59,"Normal"
"2082",2082,7.98,0.58,"Normal"
"2083",2083,7.88,0.59,"Normal"
"2084",2084,7.82,0.59,"Normal"
"2085",2085,7.77,0.59,"Normal"
"2086",2086,7.95,0.58,"Normal"
"2087",2087,7.96,0.58,"Normal"
"2088",2088,7.54,0.6,"Normal"
"2089",2089,7.8,0.59,"Normal"
"2090",2090,7.47,0.6,"Normal"
"2091",2091,7.88,0.59,"Normal"
"2092",2092,7.76,0.59,"Normal"
"2093",2093,7.86,0.59,"Normal"
"2094",2094,7.92,0.59,"Normal"
"2095",2095,7.95,0.58,"Normal"
"2096",2096,7.87,0.59,"Normal"
"2097",2097,7.96,0.58,"Normal"
"2098",2098,7.85,0.59,"Normal"
"2099",2099,7.97,0.58,"Normal"
"2100",2100,7.81,0.59,"Normal"
"2101",2101,7.94,0.58,"Normal"
"2102",2102,7.96,0.58,"Normal"
"2103",2103,7.96,0.58,"Normal"
"2104",2104,7.73,0.59,"Normal"
"2105",2105,7.29,0.61,"Normal"
"2106",2106,7.86,0.59,"Normal"
"2107",2107,7.05,0.62,"Normal"
"2108",2108,7.92,0.59,"Normal"
"2109",2109,7.98,0.58,"Normal"
"2110",2110,7.57,0.6,"Normal"
"2111",2111,7.93,0.58,"Normal"
"2112",2112,7.75,0.59,"Normal"
"2113",2113,7.79,0.59,"Normal"
"2114",2114,7.96,0.58,"Normal"
"2115",2115,7.98,0.58,"Normal"
"2116",2116,7.54,0.6,"Normal"
"2117",2117,7.94,0.58,"Normal"
"2118",2118,7.22,0.61,"Normal"
"2119",2119,7.9,0.59,"Normal"
"2120",2120,7.77,0.59,"Normal"
"2121",2121,7.81,0.59,"Normal"
"2122",2122,8,0.58,"Normal"
"2123",2123,7.77,0.59,"Normal"
"2124",2124,7.94,0.58,"Normal"
"2125",2125,7.98,0.58,"Normal"
"2126",2126,7.93,0.58,"Normal"
"2127",2127,7.65,0.6,"Normal"
"2128",2128,7.99,0.58,"Normal"
"2129",2129,7.99,0.58,"Normal"
"2130",2130,8,0.58,"Normal"
"2131",2131,7.75,0.59,"Normal"
"2132",2132,6.43,0.65,"Anomalia"
"2133",2133,7.99,0.58,"Normal"
"2134",2134,7.91,0.59,"Normal"
"2135",2135,7.84,0.59,"Normal"
"2136",2136,7.72,0.59,"Normal"
"2137",2137,7.69,0.59,"Normal"
"2138",2138,7.91,0.59,"Normal"
"2139",2139,7.96,0.58,"Normal"
"2140",2140,7.71,0.59,"Normal"
"2141",2141,7.82,0.59,"Normal"
"2142",2142,7.97,0.58,"Normal"
"2143",2143,7.89,0.59,"Normal"
"2144",2144,7.91,0.59,"Normal"
"2145",2145,8,0.58,"Normal"
"2146",2146,7.9,0.59,"Normal"
"2147",2147,7.75,0.59,"Normal"
"2148",2148,7.85,0.59,"Normal"
"2149",2149,7.47,0.6,"Normal"
"2150",2150,6.7,0.64,"Anomalia"
"2151",2151,7.95,0.58,"Normal"
"2152",2152,7.96,0.58,"Normal"
"2153",2153,7.95,0.58,"Normal"
"2154",2154,7.73,0.59,"Normal"
"2155",2155,7.97,0.58,"Normal"
"2156",2156,7.97,0.58,"Normal"
"2157",2157,7.93,0.58,"Normal"
"2158",2158,7.96,0.58,"Normal"
"2159",2159,7.97,0.58,"Normal"
"2160",2160,7.89,0.59,"Normal"
"2161",2161,7.9,0.59,"Normal"
"2162",2162,7.96,0.58,"Normal"
"2163",2163,7.97,0.58,"Normal"
"2164",2164,7.74,0.59,"Normal"
"2165",2165,6.96,0.62,"Normal"
"2166",2166,7.92,0.59,"Normal"
"2167",2167,7.86,0.59,"Normal"
"2168",2168,7.97,0.58,"Normal"
"2169",2169,7.1,0.62,"Normal"
"2170",2170,7.78,0.59,"Normal"
"2171",2171,7.85,0.59,"Normal"
"2172",2172,7.99,0.58,"Normal"
"2173",2173,7.37,0.61,"Normal"
"2174",2174,7.73,0.59,"Normal"
"2175",2175,7.93,0.58,"Normal"
"2176",2176,7.95,0.58,"Normal"
"2177",2177,7.74,0.59,"Normal"
"2178",2178,7.97,0.58,"Normal"
"2179",2179,7.86,0.59,"Normal"
"2180",2180,7.97,0.58,"Normal"
"2181",2181,7.54,0.6,"Normal"
"2182",2182,7.37,0.61,"Normal"
"2183",2183,7.89,0.59,"Normal"
"2184",2184,7.56,0.6,"Normal"
"2185",2185,7.69,0.59,"Normal"
"2186",2186,7.51,0.6,"Normal"
"2187",2187,7.04,0.62,"Normal"
"2188",2188,7.89,0.59,"Normal"
"2189",2189,7.86,0.59,"Normal"
"2190",2190,7.66,0.6,"Normal"
"2191",2191,8,0.58,"Normal"
"2192",2192,7.96,0.58,"Normal"
"2193",2193,7.93,0.58,"Normal"
"2194",2194,7.92,0.59,"Normal"
"2195",2195,6.69,0.64,"Anomalia"
"2196",2196,7.27,0.61,"Normal"
"2197",2197,7.29,0.61,"Normal"
"2198",2198,7.97,0.58,"Normal"
"2199",2199,7.71,0.59,"Normal"
"2200",2200,7.84,0.59,"Normal"
"2201",2201,7.96,0.58,"Normal"
"2202",2202,7.67,0.6,"Normal"
"2203",2203,7.91,0.59,"Normal"
"2204",2204,7.86,0.59,"Normal"
"2205",2205,7.77,0.59,"Normal"
"2206",2206,7.83,0.59,"Normal"
"2207",2207,7.77,0.59,"Normal"
"2208",2208,7.97,0.58,"Normal"
"2209",2209,7.99,0.58,"Normal"
"2210",2210,7.9,0.59,"Normal"
"2211",2211,7.98,0.58,"Normal"
"2212",2212,7.99,0.58,"Normal"
"2213",2213,8,0.58,"Normal"
"2214",2214,7.89,0.59,"Normal"
"2215",2215,7.99,0.58,"Normal"
"2216",2216,7.98,0.58,"Normal"
"2217",2217,7.93,0.58,"Normal"
"2218",2218,7.98,0.58,"Normal"
"2219",2219,7.67,0.6,"Normal"
"2220",2220,7.89,0.59,"Normal"
"2221",2221,7.86,0.59,"Normal"
"2222",2222,7.93,0.58,"Normal"
"2223",2223,7.91,0.59,"Normal"
"2224",2224,7.71,0.59,"Normal"
"2225",2225,7.65,0.6,"Normal"
"2226",2226,7.93,0.58,"Normal"
"2227",2227,7.94,0.58,"Normal"
"2228",2228,7.89,0.59,"Normal"
"2229",2229,7.37,0.61,"Normal"
"2230",2230,7.91,0.59,"Normal"
"2231",2231,7.99,0.58,"Normal"
"2232",2232,7.96,0.58,"Normal"
"2233",2233,7.98,0.58,"Normal"
"2234",2234,7.04,0.62,"Normal"
"2235",2235,7.96,0.58,"Normal"
"2236",2236,7.93,0.58,"Normal"
"2237",2237,7.99,0.58,"Normal"
"2238",2238,7.91,0.59,"Normal"
"2239",2239,7.95,0.58,"Normal"
"2240",2240,8,0.58,"Normal"
"2241",2241,7.6,0.6,"Normal"
"2242",2242,7.94,0.58,"Normal"
"2243",2243,7.96,0.58,"Normal"
"2244",2244,7.97,0.58,"Normal"
"2245",2245,7.96,0.58,"Normal"
"2246",2246,7.82,0.59,"Normal"
"2247",2247,7.24,0.61,"Normal"
"2248",2248,7.88,0.59,"Normal"
"2249",2249,7.96,0.58,"Normal"
"2250",2250,7.96,0.58,"Normal"
"2251",2251,7.97,0.58,"Normal"
"2252",2252,7.75,0.59,"Normal"
"2253",2253,7.98,0.58,"Normal"
"2254",2254,7.93,0.58,"Normal"
"2255",2255,7.81,0.59,"Normal"
"2256",2256,7.66,0.6,"Normal"
"2257",2257,7.97,0.58,"Normal"
"2258",2258,7.26,0.61,"Normal"
"2259",2259,7.71,0.59,"Normal"
"2260",2260,8,0.58,"Normal"
"2261",2261,7.72,0.59,"Normal"
"2262",2262,7.94,0.58,"Normal"
"2263",2263,7.89,0.59,"Normal"
"2264",2264,7.74,0.59,"Normal"
"2265",2265,7.94,0.58,"Normal"
"2266",2266,8,0.58,"Normal"
"2267",2267,7.82,0.59,"Normal"
"2268",2268,7.77,0.59,"Normal"
"2269",2269,7.47,0.6,"Normal"
"2270",2270,7.98,0.58,"Normal"
"2271",2271,7.55,0.6,"Normal"
"2272",2272,7.95,0.58,"Normal"
"2273",2273,7.52,0.6,"Normal"
"2274",2274,7.99,0.58,"Normal"
"2275",2275,7.17,0.62,"Normal"
"2276",2276,7.98,0.58,"Normal"
"2277",2277,7.95,0.58,"Normal"
"2278",2278,7.81,0.59,"Normal"
"2279",2279,7.97,0.58,"Normal"
"2280",2280,7.97,0.58,"Normal"
"2281",2281,7.87,0.59,"Normal"
"2282",2282,7.44,0.6,"Normal"
"2283",2283,7.9,0.59,"Normal"
"2284",2284,7.88,0.59,"Normal"
"2285",2285,7.99,0.58,"Normal"
"2286",2286,7.72,0.59,"Normal"
"2287",2287,7.93,0.58,"Normal"
"2288",2288,7.44,0.6,"Normal"
"2289",2289,7.95,0.58,"Normal"
"2290",2290,7.8,0.59,"Normal"
"2291",2291,7.96,0.58,"Normal"
"2292",2292,7.78,0.59,"Normal"
"2293",2293,7.97,0.58,"Normal"
"2294",2294,7.89,0.59,"Normal"
"2295",2295,7.96,0.58,"Normal"
"2296",2296,7.83,0.59,"Normal"
"2297",2297,7.89,0.59,"Normal"
"2298",2298,7.99,0.58,"Normal"
"2299",2299,7.92,0.59,"Normal"
"2300",2300,7.75,0.59,"Normal"
"2301",2301,7.58,0.6,"Normal"
"2302",2302,7.78,0.59,"Normal"
"2303",2303,7.19,0.61,"Normal"
"2304",2304,7.97,0.58,"Normal"
"2305",2305,7.79,0.59,"Normal"
"2306",2306,7.63,0.6,"Normal"
"2307",2307,7.91,0.59,"Normal"
"2308",2308,7.99,0.58,"Normal"
"2309",2309,7.98,0.58,"Normal"
"2310",2310,7.79,0.59,"Normal"
"2311",2311,7.91,0.59,"Normal"
"2312",2312,7.99,0.58,"Normal"
"2313",2313,7.98,0.58,"Normal"
"2314",2314,7.93,0.58,"Normal"
"2315",2315,7.94,0.58,"Normal"
"2316",2316,7.91,0.59,"Normal"
"2317",2317,7.96,0.58,"Normal"
"2318",2318,7.94,0.58,"Normal"
"2319",2319,7.78,0.59,"Normal"
"2320",2320,7.98,0.58,"Normal"
"2321",2321,7.94,0.58,"Normal"
"2322",2322,7.73,0.59,"Normal"
"2323",2323,7.81,0.59,"Normal"
"2324",2324,7.99,0.58,"Normal"
"2325",2325,7.62,0.6,"Normal"
"2326",2326,7.85,0.59,"Normal"
"2327",2327,7.97,0.58,"Normal"
"2328",2328,7.83,0.59,"Normal"
"2329",2329,7.97,0.58,"Normal"
"2330",2330,7.96,0.58,"Normal"
"2331",2331,7.8,0.59,"Normal"
"2332",2332,7.83,0.59,"Normal"
"2333",2333,7.83,0.59,"Normal"
"2334",2334,7.73,0.59,"Normal"
"2335",2335,7.56,0.6,"Normal"
"2336",2336,7.64,0.6,"Normal"
"2337",2337,7.78,0.59,"Normal"
"2338",2338,7.93,0.58,"Normal"
"2339",2339,7.88,0.59,"Normal"
"2340",2340,7.75,0.59,"Normal"
"2341",2341,7.76,0.59,"Normal"
"2342",2342,7.79,0.59,"Normal"
"2343",2343,7.98,0.58,"Normal"
"2344",2344,7.97,0.58,"Normal"
"2345",2345,7.95,0.58,"Normal"
"2346",2346,7.95,0.58,"Normal"
"2347",2347,7.96,0.58,"Normal"
"2348",2348,7.95,0.58,"Normal"
"2349",2349,7.76,0.59,"Normal"
"2350",2350,7.65,0.6,"Normal"
"2351",2351,7.86,0.59,"Normal"
"2352",2352,7.78,0.59,"Normal"
"2353",2353,7.37,0.61,"Normal"
"2354",2354,7.64,0.6,"Normal"
"2355",2355,7.97,0.58,"Normal"
"2356",2356,8,0.58,"Normal"
"2357",2357,8,0.58,"Normal"
"2358",2358,7.84,0.59,"Normal"
"2359",2359,7.96,0.58,"Normal"
"2360",2360,7.5,0.6,"Normal"
"2361",2361,7.97,0.58,"Normal"
"2362",2362,7.85,0.59,"Normal"
"2363",2363,7.75,0.59,"Normal"
"2364",2364,7.79,0.59,"Normal"
"2365",2365,7.96,0.58,"Normal"
"2366",2366,7.96,0.58,"Normal"
"2367",2367,7.33,0.61,"Normal"
"2368",2368,7.46,0.6,"Normal"
"2369",2369,7.87,0.59,"Normal"
"2370",2370,7.92,0.59,"Normal"
"2371",2371,6.73,0.63,"Anomalia"
"2372",2372,7.89,0.59,"Normal"
"2373",2373,7.94,0.58,"Normal"
"2374",2374,7.57,0.6,"Normal"
"2375",2375,7.61,0.6,"Normal"
"2376",2376,7.97,0.58,"Normal"
"2377",2377,8,0.58,"Normal"
"2378",2378,7.97,0.58,"Normal"
"2379",2379,7.8,0.59,"Normal"
"2380",2380,7.98,0.58,"Normal"
"2381",2381,7.72,0.59,"Normal"
"2382",2382,7.79,0.59,"Normal"
"2383",2383,7.75,0.59,"Normal"
"2384",2384,7.96,0.58,"Normal"
"2385",2385,7.92,0.59,"Normal"
"2386",2386,7.97,0.58,"Normal"
"2387",2387,7.93,0.58,"Normal"
"2388",2388,7.78,0.59,"Normal"
"2389",2389,7.96,0.58,"Normal"
"2390",2390,7.76,0.59,"Normal"
"2391",2391,7.81,0.59,"Normal"
"2392",2392,7.86,0.59,"Normal"
"2393",2393,7.89,0.59,"Normal"
"2394",2394,7.66,0.6,"Normal"
"2395",2395,7.74,0.59,"Normal"
"2396",2396,7.91,0.59,"Normal"
"2397",2397,7.94,0.58,"Normal"
"2398",2398,7.94,0.58,"Normal"
"2399",2399,7.92,0.59,"Normal"
"2400",2400,7.82,0.59,"Normal"
"2401",2401,7.81,0.59,"Normal"
"2402",2402,7.98,0.58,"Normal"
"2403",2403,7.74,0.59,"Normal"
"2404",2404,7.37,0.61,"Normal"
"2405",2405,7.85,0.59,"Normal"
"2406",2406,7.79,0.59,"Normal"
"2407",2407,7.97,0.58,"Normal"
"2408",2408,6.75,0.63,"Anomalia"
"2409",2409,7.7,0.59,"Normal"
"2410",2410,7.93,0.58,"Normal"
"2411",2411,7.83,0.59,"Normal"
"2412",2412,7.98,0.58,"Normal"
"2413",2413,8,0.58,"Normal"
"2414",2414,7.88,0.59,"Normal"
"2415",2415,7.97,0.58,"Normal"
"2416",2416,7.89,0.59,"Normal"
"2417",2417,7.72,0.59,"Normal"
"2418",2418,7.4,0.61,"Normal"
"2419",2419,7.95,0.58,"Normal"
"2420",2420,8,0.58,"Normal"
"2421",2421,6.86,0.63,"Anomalia"
"2422",2422,7.99,0.58,"Normal"
"2423",2423,7.49,0.6,"Normal"
"2424",2424,7.88,0.59,"Normal"
"2425",2425,7.66,0.6,"Normal"
"2426",2426,7.84,0.59,"Normal"
"2427",2427,7.82,0.59,"Normal"
"2428",2428,7.45,0.6,"Normal"
"2429",2429,7.95,0.58,"Normal"
"2430",2430,7.94,0.58,"Normal"
"2431",2431,7.93,0.58,"Normal"
"2432",2432,7.82,0.59,"Normal"
"2433",2433,7.69,0.59,"Normal"
"2434",2434,7.96,0.58,"Normal"
"2435",2435,7.97,0.58,"Normal"
"2436",2436,7.95,0.58,"Normal"
"2437",2437,7.99,0.58,"Normal"
"2438",2438,7.81,0.59,"Normal"
"2439",2439,7.83,0.59,"Normal"
"2440",2440,7.98,0.58,"Normal"
"2441",2441,7.77,0.59,"Normal"
"2442",2442,7.82,0.59,"Normal"
"2443",2443,7.96,0.58,"Normal"
"2444",2444,7.74,0.59,"Normal"
"2445",2445,7.1,0.62,"Normal"
"2446",2446,7.5,0.6,"Normal"
"2447",2447,7.8,0.59,"Normal"
"2448",2448,7.82,0.59,"Normal"
"2449",2449,7.81,0.59,"Normal"
"2450",2450,7.91,0.59,"Normal"
"2451",2451,7.97,0.58,"Normal"
"2452",2452,7.94,0.58,"Normal"
"2453",2453,7.82,0.59,"Normal"
"2454",2454,7.67,0.6,"Normal"
"2455",2455,7.91,0.59,"Normal"
"2456",2456,7.78,0.59,"Normal"
"2457",2457,7.98,0.58,"Normal"
"2458",2458,7.98,0.58,"Normal"
"2459",2459,7.96,0.58,"Normal"
"2460",2460,7.94,0.58,"Normal"
"2461",2461,7.88,0.59,"Normal"
"2462",2462,7.9,0.59,"Normal"
"2463",2463,7.96,0.58,"Normal"
"2464",2464,7.43,0.6,"Normal"
"2465",2465,7.96,0.58,"Normal"
"2466",2466,7.95,0.58,"Normal"
"2467",2467,7.93,0.58,"Normal"
"2468",2468,7.78,0.59,"Normal"
"2469",2469,7.91,0.59,"Normal"
"2470",2470,7.98,0.58,"Normal"
"2471",2471,7.83,0.59,"Normal"
"2472",2472,7.99,0.58,"Normal"
"2473",2473,7.71,0.59,"Normal"
"2474",2474,7.96,0.58,"Normal"
"2475",2475,7.46,0.6,"Normal"
"2476",2476,7.78,0.59,"Normal"
"2477",2477,7.96,0.58,"Normal"
"2478",2478,7.95,0.58,"Normal"
"2479",2479,7.96,0.58,"Normal"
"2480",2480,7.83,0.59,"Normal"
"2481",2481,7.97,0.58,"Normal"
"2482",2482,7.89,0.59,"Normal"
"2483",2483,7.92,0.59,"Normal"
"2484",2484,7.74,0.59,"Normal"
"2485",2485,7.97,0.58,"Normal"
"2486",2486,7.97,0.58,"Normal"
"2487",2487,7.92,0.59,"Normal"
"2488",2488,7.96,0.58,"Normal"
"2489",2489,7,0.62,"Normal"
"2490",2490,7.91,0.59,"Normal"
"2491",2491,7.95,0.58,"Normal"
"2492",2492,7.93,0.58,"Normal"
"2493",2493,7.95,0.58,"Normal"
"2494",2494,7.95,0.58,"Normal"
"2495",2495,7.98,0.58,"Normal"
"2496",2496,7.97,0.58,"Normal"
"2497",2497,7.83,0.59,"Normal"
"2498",2498,7.79,0.59,"Normal"
"2499",2499,7.98,0.58,"Normal"
"2500",2500,7.65,0.6,"Normal"
"2501",2501,4.99,0.71,"Anomalia"
"2502",2502,7.72,0.59,"Normal"
"2503",2503,6.86,0.63,"Anomalia"
"2504",2504,5.52,0.69,"Anomalia"
"2505",2505,7.11,0.62,"Normal"
"2506",2506,5.68,0.68,"Anomalia"
"2507",2507,5.98,0.67,"Anomalia"
"2508",2508,4.29,0.75,"Anomalia"
"2509",2509,7.13,0.62,"Normal"
"2510",2510,6.99,0.62,"Normal"
"2511",2511,6.13,0.66,"Anomalia"
"2512",2512,7.68,0.59,"Normal"
"2513",2513,7.4,0.61,"Normal"
"2514",2514,7.18,0.62,"Normal"
"2515",2515,7.06,0.62,"Normal"
"2516",2516,5.88,0.67,"Anomalia"
"2517",2517,5.38,0.69,"Anomalia"
"2518",2518,7.3,0.61,"Normal"
"2519",2519,6.66,0.64,"Anomalia"
"2520",2520,7.15,0.62,"Normal"
"2521",2521,6.13,0.66,"Anomalia"
"2522",2522,6.85,0.63,"Anomalia"
"2523",2523,5.19,0.7,"Anomalia"
"2524",2524,4.25,0.75,"Anomalia"
"2525",2525,5.03,0.71,"Anomalia"
